Postcode,Latitude,Longitude
AB1 1XN,57.14353,-2.114945
AB1 1XP,57.143915,-2.116252
AB1 1XQ,57.14466,-2.116981
AB1 1XR,57.145558,-2.11781
AB1 1XS,57.146545,-2.118475
AB1 1XT,57.146456,-2.117979
AB1 1XU,57.145917,-2.117481
AB1 1XW,57.144202,-2.117294
AB1 1XX,57.144661,-2.116486
AB1 1XY,57.144093,-2.118913
AB1 1YA,57.143991,-2.121788
AB1 1YB,57.142733,-2.1122
AB1 1YD,57.14302,-2.113093
AB1 1YE,57.14257,-2.114496
AB1 1YG,57.142866,-2.114398
AB1 1YH,57.143163,-2.114316
AB1 1YJ,57.142637,-2.119007
AB1 1YL,57.142689,-2.120908
AB1 1YN,57.142757,-2.124841
AB1 1YP,57.143316,-2.122876
AB1 1YT,57.142647,-2.118545
AB1 1YU,57.145799,-2.109482
AB1 1YW,57.145799,-2.109482
AB1 2AA,57.1459,-2.095221
AB1 2AB,57.146765,-2.091852
AB1 2AD,57.147456,-2.092762
AB1 2AE,57.146342,-2.093437
AB1 2AF,57.146504,-2.092925
AB1 2AG,57.146567,-2.092694
AB1 2AH,57.146423,-2.092429
AB1 2AJ,57.147411,-2.093142
AB1 2AL,57.146801,-2.092315
AB1 2AN,57.147556,-2.091705
AB1 2AP,57.146874,-2.090067
AB1 2AQ,57.146632,-2.089604
AB1 2AR,57.146759,-2.08848
AB1 2AS,57.146598,-2.086629
AB1 2AT,57.14718,-2.089142
AB1 2AU,57.147314,-2.090713
AB1 2AW,57.146657,-2.092397
AB1 2AX,57.147727,-2.091391
AB1 2AY,57.147504,-2.089011
AB1 2AZ,57.14715,-2.093852
AB1 2BA,57.144878,-2.104224
AB1 2BB,57.145122,-2.10287
AB1 2BD,57.146428,-2.098379
AB1 2BE,57.146569,-2.090529
AB1 2BF,57.146757,-2.091439
AB1 2BG,57.145662,-2.101252
AB1 2BH,57.146112,-2.099683
AB1 2BJ,57.146995,-2.096546
AB1 2BL,57.146699,-2.095735
AB1 2BN,57.14723,-2.095654
AB1 2BP,57.147365,-2.095142
AB1 2BQ,57.144536,-2.105182
AB1 2BR,57.14432,-2.105727
AB1 2BS,57.143861,-2.107113
AB1 2BT,57.143734,-2.107592
AB1 2BU,57.147536,-2.094647
AB1 2BW,57.147419,-2.094712
AB1 2BX,57.143554,-2.108286
AB1 2BY,57.14732,-2.094944
AB1 2BZ,57.14608,-2.095734
AB1 2DA,57.143311,-2.109574
AB1 2DB,57.143031,-2.110647
AB1 2DD,57.143737,-2.104205
AB1 2DE,57.141688,-2.105868
AB1 2DF,57.142047,-2.105654
AB1 2DG,57.142604,-2.105904
AB1 2DH,57.142064,-2.106745
AB1 2DJ,57.142693,-2.106515
AB1 2DL,57.142719,-2.107771
AB1 2DN,57.141984,-2.106513
AB1 2DP,57.143329,-2.10888
AB1 2DQ,57.144716,-2.104389
AB1 2DR,57.144357,-2.104587
AB1 2DS,57.14275,-2.103524
AB1 2DT,57.144257,-2.105875
AB1 2DU,57.142279,-2.108282
AB1 2DW,57.142674,-2.107903
AB1 2DX,57.141472,-2.10552
AB1 2DY,57.143477,-2.103378
AB1 2DZ,57.143352,-2.102716
AB1 2EA,57.143655,-2.105659
AB1 2EB,57.14282,-2.105128
AB1 2ED,57.142111,-2.104696
AB1 2EE,57.142606,-2.102979
AB1 2EF,57.141852,-2.102531
AB1 2EG,57.141923,-2.103539
AB1 2EH,57.14133,-2.104214
AB1 2EJ,57.141087,-2.104462
AB1 2EL,57.142559,-2.105457
AB1 2EN,57.143069,-2.108202
AB1 2EP,57.142393,-2.111339
AB1 2EQ,57.141971,-2.110528
AB1 2ER,57.140892,-2.11226
AB1 2ES,57.140823,-2.108393
AB1 2ET,57.143469,-2.102452
AB1 2EU,57.143019,-2.104137
AB1 2EW,57.142444,-2.104118
AB1 2EX,57.143658,-2.102089
AB1 2EY,57.143593,-2.104584
AB1 2EZ,57.14318,-2.10417
AB1 2FA,57.144997,-2.101432
AB1 2FB,57.147289,-2.08873
AB1 2FD,57.143418,-2.099593
AB1 2FF,57.142086,-2.102498
AB1 2FG,57.142965,-2.104351
AB1 2FH,57.142426,-2.104416
AB1 2FJ,57.141057,-2.108559
AB1 2FL,57.139539,-2.108274
AB1 2FN,57.141064,-2.110047
AB1 2FP,57.141028,-2.111038
AB1 2FR,57.140775,-2.111995
AB1 2HA,57.144547,-2.103017
AB1 2HB,57.144654,-2.10386
AB1 2HD,57.143713,-2.100834
AB1 2HE,57.144045,-2.101529
AB1 2HF,57.144054,-2.10171
AB1 2HG,57.143353,-2.101246
AB1 2HH,57.143137,-2.101741
AB1 2HJ,57.142661,-2.101971
AB1 2HL,57.142752,-2.100831
AB1 2HN,57.142437,-2.101359
AB1 2HP,57.141773,-2.101027
AB1 2HQ,57.141862,-2.101572
AB1 2HR,57.141279,-2.10081
AB1 2HS,57.141162,-2.10124
AB1 2HT,57.140749,-2.100528
AB1 2HU,57.144726,-2.103117
AB1 2HW,57.144852,-2.103266
AB1 2HX,57.140722,-2.101073
AB1 2HY,57.144871,-2.101845
AB1 2HZ,57.144476,-2.101745
AB1 2JA,57.140012,-2.100444
AB1 2JB,57.140156,-2.101006
AB1 2JD,57.139491,-2.101004
AB1 2JE,57.14215,-2.100532
AB1 2JF,57.142169,-2.099739
AB1 2JG,57.141863,-2.100399
AB1 2JH,57.141818,-2.100118
AB1 2JJ,57.144916,-2.10201
AB1 2JL,57.1448,-2.101167
AB1 2JN,57.144342,-2.1011
AB1 2JP,57.143237,-2.100452
AB1 2JQ,57.142429,-2.100615
AB1 2JR,57.142402,-2.10045
AB1 2JS,57.141037,-2.100099
AB1 2JT,57.138478,-2.098622
AB1 2JU,57.139287,-2.097633
AB1 2JW,57.143679,-2.098718
AB1 2JX,57.137913,-2.097613
AB1 2JY,57.140763,-2.10489
AB1 2JZ,57.140494,-2.104857
AB1 2LA,57.138038,-2.098274
AB1 2LB,57.135712,-2.097062
AB1 2LD,57.139731,-2.104408
AB1 2LE,57.135712,-2.097062
AB1 2LF,57.140185,-2.09747
AB1 2LG,57.138781,-2.10196
AB1 2LH,57.135066,-2.096729
AB1 2LJ,57.139583,-2.098807
AB1 2LL,57.139878,-2.0996
AB1 2LN,57.140435,-2.10018
AB1 2LP,57.140641,-2.10104
AB1 2LQ,57.140036,-2.104822
AB1 2LR,57.140729,-2.102527
AB1 2LS,57.14116,-2.10271
AB1 2LT,57.143868,-2.098256
AB1 2LU,57.141331,-2.103157
AB1 2LW,57.141438,-2.10324
AB1 2LX,57.143868,-2.098256
AB1 2LY,57.145233,-2.098128
AB1 2LZ,57.145395,-2.098145
AB1 2NA,57.144434,-2.097679
AB1 2NB,57.145162,-2.097632
AB1 2ND,57.145917,-2.097551
AB1 2NE,57.145513,-2.096079
AB1 2NF,57.145324,-2.096806
AB1 2NG,57.145755,-2.097319
AB1 2NH,57.145665,-2.096988
AB1 2NJ,57.144983,-2.096276
AB1 2NL,57.145727,-2.098707
AB1 2NN,57.145125,-2.099135
AB1 2NP,57.145095,-2.091517
AB1 2NQ,57.145844,-2.098261
AB1 2NR,57.145691,-2.098707
AB1 2NS,57.144548,-2.090342
AB1 2NT,57.143955,-2.090374
AB1 2NU,57.146006,-2.097849
AB1 2NX,57.146689,-2.097421
AB1 2NY,57.145852,-2.099303
AB1 2NZ,57.145601,-2.099104
AB1 2PA,57.146465,-2.097354
AB1 2PB,57.144397,-2.087863
AB1 2PE,57.14605,-2.099584
AB1 2PF,57.146318,-2.101386
AB1 2PG,57.143117,-2.079829
AB1 2PH,57.143965,-2.088077
AB1 2PJ,57.1444,-2.095035
AB1 2PL,57.146007,-2.096775
AB1 2PN,57.142792,-2.095494
AB1 2PP,57.143108,-2.09333
AB1 2PQ,57.142273,-2.092237
AB1 2PR,57.141277,-2.091408
AB1 2PS,57.141537,-2.091525
AB1 2PT,57.141637,-2.09055
AB1 2PU,57.144548,-2.090342
AB1 2PW,57.14497,-2.090178
AB1 2PX,57.142257,-2.089593
AB1 2PY,57.146402,-2.096478
AB1 2PZ,57.145747,-2.095617
AB1 2QA,57.14164,-2.086617
AB1 2QB,57.141227,-2.085675
AB1 2QD,57.140742,-2.085558
AB1 2QE,57.145594,-2.096228
AB1 2QF,57.145666,-2.096658
AB1 2QG,57.141369,-2.088534
AB1 2QH,57.139811,-2.094098
AB1 2QJ,57.141247,-2.095853
AB1 2QL,57.140853,-2.093803
AB1 2QN,57.142343,-2.094699
AB1 2QP,57.142138,-2.093278
AB1 2QR,57.141348,-2.092251
AB1 2QS,57.140891,-2.090763
AB1 2QT,57.140458,-2.093835
AB1 2QU,57.14138,-2.084882
AB1 2QW,57.140726,-2.095984
AB1 2QX,57.140897,-2.095307
AB1 2QY,57.141199,-2.087013
AB1 2QZ,57.141187,-2.07847
AB1 2RB,57.139378,-2.095898
AB1 2RD,57.139559,-2.093998
AB1 2RE,57.141427,-2.094895
AB1 2RF,57.138659,-2.096656
AB1 2RG,57.139319,-2.102342
AB1 2RH,57.141348,-2.092251
AB1 2RJ,57.138956,-2.095236
AB1 2RL,57.139189,-2.096344
AB1 2RN,57.137383,-2.096686
AB1 2RP,57.141427,-2.094895
AB1 2RQ,57.138233,-2.100819
AB1 2RR,57.137629,-2.104121
AB1 2RS,57.1355,-2.103438
AB1 2RT,57.133623,-2.103482
AB1 2RU,57.140636,-2.096116
AB1 2RW,57.141797,-2.093013
AB1 2RX,57.13357,-2.102491
AB1 2RY,57.137272,-2.100634
AB1 2RZ,57.136958,-2.101261
AB1 2SA,57.132687,-2.105793
AB1 2SB,57.133037,-2.106388
AB1 2SD,57.133272,-2.104225
AB1 2SE,57.137289,-2.102964
AB1 2SF,57.138161,-2.10176
AB1 2SG,57.137854,-2.102916
AB1 2SH,57.137648,-2.102486
AB1 2SJ,57.132826,-2.100606
AB1 2SL,57.131625,-2.097282
AB1 2SN,57.134706,-2.096629
AB1 2SP,57.136587,-2.104234
AB1 2SQ,57.139535,-2.102128
AB1 2SR,57.13948,-2.102954
AB1 2SS,57.138746,-2.100225
AB1 2ST,57.138262,-2.098572
AB1 2SU,57.137216,-2.103906
AB1 2SW,57.137747,-2.102172
AB1 2SX,57.138252,-2.100009
AB1 2SY,57.135302,-2.104462
AB1 2SZ,57.134438,-2.106359
AB1 2TA,57.137992,-2.100075
AB1 2TB,57.1374,-2.098636
AB1 2TD,57.137247,-2.099032
AB1 2TE,57.133909,-2.105598
AB1 2TF,57.133639,-2.106274
AB1 2TG,57.131825,-2.105047
AB1 2TH,57.132439,-2.101811
AB1 2TJ,57.134407,-2.100445
AB1 2TL,57.139054,-2.108174
AB1 2TN,57.138263,-2.108171
AB1 2TP,57.137544,-2.109061
AB1 2TQ,57.138238,-2.106535
AB1 2TR,57.139155,-2.105381
AB1 2TS,57.139623,-2.103978
AB1 2TT,57.138653,-2.103629
AB1 2TU,57.135567,-2.098465
AB1 2TW,57.136995,-2.099923
AB1 2TX,57.13814,-2.105726
AB1 2TY,57.134658,-2.100925
AB1 2TZ,57.135099,-2.10005
AB1 2UA,57.137988,-2.104519
AB1 2UB,57.13708,-2.105359
AB1 2UD,57.136711,-2.105903
AB1 2UE,57.133671,-2.099716
AB1 2UF,57.134156,-2.10018
AB1 2UG,57.13534,-2.101488
AB1 2UH,57.136096,-2.100532
AB1 2UJ,57.137266,-2.108168
AB1 2UL,57.137487,-2.112366
AB1 2UN,57.136862,-2.108167
AB1 2UP,57.137217,-2.11248
AB1 2UQ,57.137075,-2.110795
AB1 2UR,57.136367,-2.108793
AB1 2US,57.135397,-2.10927
AB1 2UU,57.136463,-2.102202
AB1 2UW,57.135681,-2.102497
AB1 2UX,57.141749,-2.108297
AB1 2UY,57.140018,-2.104013
AB1 2UZ,57.140585,-2.103733
AB1 2WA,57.132125,-2.101298
AB1 2WB,57.136616,-2.102004
AB1 2WD,57.135039,-2.107253
AB1 2WE,57.134616,-2.097455
AB1 2WF,57.140244,-2.103088
AB1 2WG,57.136074,-2.105538
AB1 2WH,57.140128,-2.101567
AB1 2XA,57.140679,-2.108955
AB1 2XB,57.140786,-2.109798
AB1 2XD,57.139931,-2.111811
AB1 2XE,57.139417,-2.10373
AB1 2XF,57.139301,-2.102953
AB1 2XG,57.135686,-2.10671
AB1 2XH,57.136162,-2.107455
AB1 2XJ,57.140011,-2.112968
AB1 2XL,57.140254,-2.11244
AB1 2XN,57.139726,-2.110076
AB1 2XP,57.139439,-2.109959
AB1 2XQ,57.138997,-2.111395
AB1 2XR,57.139652,-2.112075
AB1 2XS,57.139427,-2.112388
AB1 2XT,57.139239,-2.112619
AB1 2XU,57.13483,-2.110458
AB1 2XW,57.138737,-2.110469
AB1 2XX,57.139005,-2.112882
AB1 2XY,57.13597,-2.111105
AB1 2XZ,57.136715,-2.111339
AB1 2YA,57.138152,-2.11245
AB1 2YB,57.137954,-2.112582
AB1 2YD,57.138891,-2.109776
AB1 2YE,57.142314,-2.108976
AB1 2YF,57.146605,-2.090166
AB1 2YG,57.139852,-2.109498
AB1 2YH,57.14041,-2.108673
AB1 2YJ,57.139548,-2.108208
AB1 2YQ,57.1355,-2.103438
AB1 2YU,57.139545,-2.111265
AB1 2YW,57.135423,-2.099605
AB1 2YZ,57.135639,-2.099358
AB1 3AA,57.138124,-2.091136
AB1 3AB,57.136164,-2.094072
AB1 3AD,57.137863,-2.091384
AB1 3AE,57.137693,-2.091614
AB1 3AH,57.13629,-2.092817
AB1 3AJ,57.135787,-2.093047
AB1 3AL,57.134044,-2.093836
AB1 3AN,57.134655,-2.093226
AB1 3AP,57.13506,-2.092946
AB1 3AQ,57.135536,-2.092683
AB1 3AR,57.135931,-2.092403
AB1 3AS,57.136633,-2.091314
AB1 3AT,57.13693,-2.09077
AB1 3AU,57.137352,-2.089994
AB1 3AX,57.137694,-2.089384
AB1 3AY,57.137982,-2.088905
AB1 3BA,57.138197,-2.089336
AB1 3BB,57.13799,-2.089682
AB1 3BD,57.137712,-2.090161
AB1 3BE,57.137433,-2.090837
AB1 3BH,57.136668,-2.092008
AB1 3BJ,57.136994,-2.089085
AB1 3BL,57.136625,-2.08958
AB1 3BN,57.136211,-2.090339
AB1 3BP,57.135941,-2.090834
AB1 3BQ,57.135986,-2.091544
AB1 3BR,57.135231,-2.091955
AB1 3BS,57.13471,-2.09245
AB1 3BT,57.134341,-2.092696
AB1 3BU,57.137318,-2.088326
AB1 3BW,57.137371,-2.089251
AB1 3BX,57.133847,-2.093009
AB1 3BY,57.131906,-2.093748
AB1 3DA,57.131475,-2.092821
AB1 3DB,57.131225,-2.090673
AB1 3DD,57.13154,-2.089931
AB1 3DE,57.13179,-2.092079
AB1 3DH,57.132742,-2.092626
AB1 3DJ,57.134,-2.092233
AB1 3DL,57.135061,-2.091244
AB1 3DN,57.136131,-2.089611
AB1 3DP,57.136491,-2.089051
AB1 3DQ,57.136904,-2.088292
AB1 3DR,57.138593,-2.089105
AB1 3DS,57.137874,-2.088558
AB1 3DT,57.137605,-2.08826
AB1 3DU,57.137031,-2.087416
AB1 3DX,57.136537,-2.087382
AB1 3DY,57.136015,-2.088289
AB1 3DZ,57.136149,-2.088868
AB1 3EA,57.13463,-2.090698
AB1 3EB,57.136286,-2.08677
AB1 3ED,57.134973,-2.089063
AB1 3EE,57.132716,-2.091619
AB1 3EH,57.132681,-2.090842
AB1 3EJ,57.132762,-2.089752
AB1 3EL,57.131972,-2.088891
AB1 3EN,57.131991,-2.087619
AB1 3EP,57.134345,-2.087889
AB1 3EQ,57.13475,-2.086271
AB1 3ER,57.134424,-2.089244
AB1 3ES,57.135172,-2.085925
AB1 3ET,57.133676,-2.093124
AB1 3EU,57.132611,-2.087125
AB1 3EW,57.132244,-2.085191
AB1 3EX,57.133839,-2.09177
AB1 3EY,57.133535,-2.089886
AB1 3HA,57.133384,-2.087474
AB1 3HB,57.133752,-2.087475
AB1 3HD,57.132991,-2.084301
AB1 3HE,57.134778,-2.084635
AB1 3HF,57.134085,-2.086666
AB1 3HH,57.132918,-2.08587
AB1 3HJ,57.132784,-2.083722
AB1 3HL,57.1331,-2.081741
AB1 3HN,57.133504,-2.082171
AB1 3HP,57.132426,-2.082416
AB1 3HR,57.130896,-2.087104
AB1 3HS,57.131597,-2.086164
AB1 3HT,57.1313,-2.087469
AB1 3HU,57.130768,-2.090309
AB1 3HW,57.13082,-2.092225
AB1 3HX,57.130354,-2.090539
AB1 3HY,57.13038,-2.092654
AB1 3JA,57.130577,-2.09343
AB1 3JB,57.131116,-2.093184
AB1 3JD,57.13599,-2.08629
AB1 3JE,57.135847,-2.084968
AB1 3JH,57.135812,-2.083465
AB1 3JJ,57.135876,-2.081416
AB1 3JL,57.135975,-2.081433
AB1 3JN,57.135246,-2.083166
AB1 3JP,57.135618,-2.078211
AB1 3JQ,57.135941,-2.078558
AB1 3JR,57.134914,-2.082207
AB1 3JS,57.13647,-2.079732
AB1 3JT,57.1355,-2.079499
AB1 3JU,57.134483,-2.082107
AB1 3JW,57.13416,-2.081677
AB1 3JX,57.134548,-2.079414
AB1 3JY,57.133802,-2.07933
AB1 3JZ,57.134458,-2.078902
AB1 3LA,57.13505,-2.080109
AB1 3LB,57.134863,-2.078176
AB1 3LD,57.135195,-2.07859
AB1 3LE,57.135035,-2.076756
AB1 3LF,57.135826,-2.076014
AB1 3LG,57.137212,-2.071077
AB1 3LH,57.137563,-2.069227
AB1 3LL,57.133857,-2.078719
AB1 3LN,57.135719,-2.074675
AB1 3LP,57.136006,-2.074709
AB1 3LQ,57.136393,-2.072975
AB1 3LS,57.138575,-2.08851
AB1 3LT,57.138019,-2.088063
AB1 3LU,57.137695,-2.087616
AB1 3LX,57.137229,-2.086805
AB1 3LY,57.136969,-2.085813
AB1 3NA,57.136772,-2.084706
AB1 3NB,57.136755,-2.084177
AB1 3ND,57.136764,-2.083517
AB1 3NE,57.13681,-2.08198
AB1 3NF,57.136914,-2.073092
AB1 3NH,57.136766,-2.080642
AB1 3NJ,57.136484,-2.085647
AB1 3NL,57.136431,-2.084127
AB1 3NN,57.136396,-2.082937
AB1 3NP,57.13646,-2.080955
AB1 3NQ,57.136893,-2.078973
AB1 3NR,57.136515,-2.079452
AB1 3NS,57.136552,-2.078345
AB1 3NT,57.136939,-2.076958
AB1 3NU,57.136706,-2.076032
AB1 3NW,57.136864,-2.08241
AB1 3NX,57.137642,-2.072994
AB1 3NY,57.137346,-2.07263
AB1 3PA,57.137715,-2.0704
AB1 3PB,57.13898,-2.08752
AB1 3PE,57.138044,-2.076299
AB1 3PJ,57.138004,-2.083685
AB1 3PL,57.138468,-2.088196
AB1 3PN,57.138154,-2.087369
AB1 3PP,57.138148,-2.082429
AB1 3PQ,57.138133,-2.077472
AB1 3PR,57.1386,-2.077721
AB1 3PS,57.139581,-2.075394
AB1 3PT,57.139302,-2.075162
AB1 3PU,57.139392,-2.075162
AB1 3PX,57.138943,-2.075326
AB1 3PY,57.139033,-2.075326
AB1 3QA,57.138683,-2.074896
AB1 3QB,57.138701,-2.074847
AB1 3QD,57.138558,-2.073574
